student_id,internship_id,skills,req_skills_job,gpa,stipend_internship,reservation,gender,rural,match,accept
S04865,I065,backend cad_modelling java writing,communication presentation sql writing,6.06,5000.0,SC,F,0,0,0
S02034,I018,analysis ml networking pcb_design,backend java python,8.08,5000.0,SC,M,1,0,0
S05301,I053,analysis design manufacturing networking,backend cloud sql,7.66,5000.0,GEN,F,0,0,0
S05285,I045,backend cloud frontend presentation,analysis communication excel,7.56,5000.0,ST,M,1,0,0
S02717,I038,excel social_media,analysis sql,7.31,5000.0,SC,M,1,0,0
S00087,I029,communication seo social_media sql,communication design,5.39,5000.0,OBC,F,1,1,1
S04250,I009,backend communication excel pcb_design sql,autocad design,8.27,5000.0,OBC,F,0,0,0
S01811,I018,analysis autocad cad_modelling construction_management,backend java python,5.34,5000.0,GEN,M,0,0,0
S05567,I058,analysis financial_modeling manufacturing ml presentation,cloud sql,8.48,5000.0,GEN,F,1,0,0
S02826,I009,design java seo,autocad design,5.73,5000.0,GEN,M,0,0,0
S02421,I060,autocad cad_modelling financial_modeling java,analysis design pcb_design python,8.21,5000.0,OBC,M,0,0,0
S00951,I052,backend java,cloud frontend ml,8.32,5000.0,GEN,M,0,0,0
S02854,I043,communication excel presentation,communication presentation seo writing,7.35,5000.0,SC,F,0,1,0
S01695,I039,java networking social_media writing,excel sql,5.09,5000.0,OBC,M,1,0,0
S00800,I012,design manufacturing ml,excel seo writing,7.18,5000.0,GEN,F,1,0,0
S02613,I034,backend financial_modeling java python sql,design manufacturing python,6.33,5000.0,GEN,M,0,1,1
S05823,I049,financial_modeling ml surveying,design presentation seo writing,9.16,5000.0,GEN,M,0,1,0
S05309,I042,backend design frontend java sql,communication excel presentation,7.77,5000.0,ST,M,1,1,0
S01999,I056,communication design excel seo,ml networking python,7.35,5000.0,ST,M,1,0,0
S02712,I055,backend excel manufacturing presentation social_media,backend cloud ml python,5.4,5000.0,OBC,M,1,0,0
S01900,I015,autocad communication excel networking social_media,communication excel presentation,7.13,5000.0,GEN,M,0,0,0
S01527,I028,analysis excel,analysis cad_modelling design,7.39,5000.0,OBC,M,0,0,0
S00240,I054,backend communication construction_management python sql,backend frontend networking sql,7.05,5000.0,SC,F,0,0,0
S03683,I061,design excel surveying,communication ml writing,6.66,5000.0,GEN,F,1,0,0
S05774,I061,analysis presentation,communication ml writing,6.53,5000.0,OBC,F,1,0,0
S05766,I037,communication frontend networking,backend cloud networking python,7.7,5000.0,GEN,F,0,0,0
S00834,I068,autocad cad_modelling manufacturing,analysis communication,7.02,5000.0,OBC,F,0,0,0
S02997,I063,cad_modelling design manufacturing ml,analysis ml presentation python,6.73,5000.0,GEN,F,0,1,0
S02150,I043,manufacturing networking,communication presentation seo writing,7.1,5000.0,OBC,F,0,0,0
S05236,I049,autocad cad_modelling python,design presentation seo writing,7.61,5000.0,GEN,F,0,0,0
S03216,I057,communication design ml networking,backend cloud ml sql,5.95,5000.0,SC,F,0,0,0
S03751,I067,analysis frontend pcb_design writing,communication ml sql writing,7.55,5000.0,SC,M,0,0,0
S05784,I015,frontend java ml,communication excel presentation,6.16,5000.0,GEN,F,1,0,0
S04835,I055,analysis autocad communication pcb_design writing,backend cloud ml python,8.28,5000.0,GEN,M,0,1,1
S00966,I045,backend cad_modelling construction_management design manufacturing,analysis communication excel,6.74,5000.0,GEN,M,0,1,1
S03059,I033,communication excel,analysis design python,6.47,5000.0,GEN,M,0,0,0
S03427,I063,construction_management frontend java python sql,analysis ml presentation python,5.66,5000.0,GEN,M,1,0,0
S03466,I051,excel frontend presentation writing,ml networking python,6.63,5000.0,GEN,M,1,1,0
S05681,I055,cloud frontend social_media sql,backend cloud ml python,7.87,5000.0,GEN,M,0,0,0
S01420,I063,backend financial_modeling networking,analysis ml presentation python,8.24,5000.0,OBC,M,1,0,0
S01150,I020,autocad design pcb_design sql,excel financial_modeling presentation,5.69,5000.0,GEN,F,0,0,0
S05075,I062,excel java ml sql writing,analysis communication excel,6.27,5000.0,SC,M,1,1,0
S00079,I049,communication presentation social_media,design presentation seo writing,5.45,5000.0,GEN,O,0,0,0
S03146,I047,cloud frontend,cad_modelling design manufacturing,7.69,5000.0,GEN,M,0,0,0
S04055,I006,analysis cad_modelling pcb_design writing,analysis cad_modelling design manufacturing,6.12,5000.0,OBC,M,0,1,0
S05818,I041,autocad networking,communication design excel seo,8.1,5000.0,OBC,M,1,0,0
S00678,I067,construction_management design presentation social_media writing,communication ml sql writing,7.28,5000.0,GEN,F,0,0,0
S01807,I050,backend java presentation sql,frontend ml networking,7.9,5000.0,GEN,M,1,0,0
S04405,I048,analysis design financial_modeling frontend social_media,java ml,6.75,5000.0,SC,M,1,0,0
S04634,I002,excel financial_modeling java pcb_design sql,analysis autocad,5.82,5000.0,OBC,F,0,0,0
S04504,I044,design excel presentation python sql,financial_modeling presentation sql,8.22,5000.0,OBC,F,1,1,0
S02195,I062,cloud frontend,analysis communication excel,8.39,5000.0,SC,F,0,0,0
S03006,I006,excel frontend java presentation social_media,analysis cad_modelling design manufacturing,7.21,5000.0,GEN,M,0,0,0
S05890,I058,ml sql,cloud sql,7.35,5000.0,GEN,F,0,1,1
S03483,I057,backend design excel,backend cloud ml sql,6.84,5000.0,SC,F,0,1,0
S02028,I026,frontend manufacturing presentation sql writing,design networking pcb_design,8.01,5000.0,GEN,F,1,0,0
S03685,I039,backend communication java ml,excel sql,7.58,5000.0,GEN,M,0,1,0
S00713,I029,backend manufacturing ml pcb_design python,communication design,6.42,5000.0,GEN,M,1,0,0
S01942,I040,construction_management java seo writing,design social_media writing,6.2,5000.0,OBC,F,1,1,0
S05646,I012,backend sql,excel seo writing,7.29,5000.0,GEN,F,1,0,0
S05184,I052,cloud frontend ml python,cloud frontend ml,7.11,5000.0,GEN,M,0,1,0
S01693,I029,financial_modeling ml networking python,communication design,7.33,5000.0,GEN,F,0,0,0
S04671,I037,analysis autocad sql surveying,backend cloud networking python,5.63,5000.0,GEN,F,0,0,0
S04414,I048,cloud ml presentation sql,java ml,5.6,5000.0,SC,M,1,1,0
S02398,I029,design manufacturing networking,communication design,7.21,5000.0,SC,M,0,1,1
S04215,I068,autocad excel presentation social_media,analysis communication,5.3,5000.0,GEN,F,1,0,0
S00781,I048,analysis frontend,java ml,6.98,5000.0,SC,M,1,1,0
S03372,I027,backend manufacturing pcb_design,analysis autocad construction_management,7.62,5000.0,OBC,M,0,0,0
S05374,I051,cloud communication frontend pcb_design,ml networking python,7.92,5000.0,GEN,F,1,1,0
S02046,I058,autocad ml networking sql,cloud sql,6.37,5000.0,GEN,M,0,1,1
S02028,I020,frontend manufacturing presentation sql writing,excel financial_modeling presentation,8.01,5000.0,GEN,F,1,0,0
S04010,I042,communication sql,communication excel presentation,7.33,5000.0,SC,F,0,1,0
S05144,I026,backend frontend,design networking pcb_design,5.61,5000.0,GEN,F,0,0,0
S05191,I065,excel financial_modeling networking sql,communication presentation sql writing,7.66,5000.0,GEN,M,1,0,0
S03301,I061,networking presentation python writing,communication ml writing,6.08,5000.0,GEN,M,1,0,0
S03024,I050,communication financial_modeling presentation surveying,frontend ml networking,7.38,5000.0,SC,F,0,0,0
S04768,I018,design ml writing,backend java python,9.25,5000.0,SC,M,0,1,0
S00764,I044,communication construction_management excel seo,financial_modeling presentation sql,8.49,5000.0,GEN,F,0,0,0
S05441,I009,analysis design networking surveying,autocad design,5.98,5000.0,OBC,M,1,0,0
S04379,I060,excel sql writing,analysis design pcb_design python,7.3,5000.0,GEN,F,0,0,0
S01736,I043,design manufacturing presentation seo,communication presentation seo writing,8.63,5000.0,GEN,M,0,1,1
S02324,I009,analysis design networking presentation seo,autocad design,5.9,5000.0,GEN,F,0,1,0
S04638,I035,frontend ml python sql writing,financial_modeling presentation,7.3,5000.0,OBC,M,0,0,0
S05592,I058,analysis design pcb_design surveying writing,cloud sql,6.86,5000.0,OBC,F,0,0,0
S05130,I021,communication excel pcb_design presentation sql,autocad cad_modelling design manufacturing,6.87,5000.0,GEN,M,1,0,0
S01018,I056,seo writing,ml networking python,6.31,5000.0,GEN,M,1,0,0
S03740,I002,excel ml presentation,analysis autocad,8.46,5000.0,SC,F,1,1,0
S01658,I020,analysis communication excel financial_modeling,excel financial_modeling presentation,8.47,5000.0,GEN,M,1,0,0
S05325,I061,autocad backend frontend manufacturing,communication ml writing,6.49,5000.0,GEN,M,0,0,0
S02245,I043,communication design networking,communication presentation seo writing,5.02,5000.0,GEN,M,0,1,0
S00676,I007,construction_management social_media,design manufacturing networking pcb_design,7.56,5000.0,GEN,M,0,0,0
S01356,I047,cloud excel java manufacturing sql,cad_modelling design manufacturing,6.08,5000.0,OBC,M,0,1,0
S05948,I023,ml seo social_media writing,frontend java ml sql,4.99,5000.0,SC,M,0,0,0
S05370,I004,backend design manufacturing social_media sql,autocad construction_management design surveying,7.41,5000.0,ST,M,0,1,1
S01749,I063,manufacturing pcb_design,analysis ml presentation python,6.29,5000.0,GEN,M,0,0,0
S01853,I046,design python seo,backend cloud frontend,6.37,5000.0,SC,M,1,0,0
S00067,I062,autocad manufacturing ml surveying,analysis communication excel,5.08,5000.0,SC,F,1,0,0
S03460,I003,communication excel networking python,ml networking python sql,6.43,5000.0,GEN,M,0,0,0
S01876,I045,construction_management design manufacturing pcb_design python,analysis communication excel,7.83,5000.0,GEN,M,0,0,0
S00840,I057,autocad cad_modelling construction_management design manufacturing,backend cloud ml sql,5.78,5000.0,GEN,M,1,1,0
S02452,I047,cloud design excel surveying writing,cad_modelling design manufacturing,7.72,5000.0,OBC,O,0,1,0
S01091,I057,ml sql,backend cloud ml sql,6.21,5000.0,GEN,M,1,0,0
S00561,I061,cloud java ml pcb_design,communication ml writing,6.32,5000.0,SC,M,1,0,0
S05325,I036,autocad backend frontend manufacturing,frontend python,6.49,5000.0,GEN,M,0,1,1
S01746,I027,cloud excel networking writing,analysis autocad construction_management,7.42,5000.0,GEN,F,1,0,0
S03373,I047,design networking seo,cad_modelling design manufacturing,6.0,5000.0,OBC,M,1,0,0
S01780,I062,java presentation,analysis communication excel,7.11,5000.0,GEN,M,0,1,1
S01009,I048,backend java manufacturing networking,java ml,7.08,5000.0,GEN,M,1,0,0
S03518,I046,financial_modeling manufacturing,backend cloud frontend,7.97,5000.0,GEN,F,1,0,0
S02269,I042,java sql,communication excel presentation,8.6,5000.0,OBC,M,1,0,0
S04924,I008,communication excel writing,design manufacturing networking python,6.52,5000.0,GEN,M,1,0,0
S05657,I049,ml networking python,design presentation seo writing,5.56,5000.0,OBC,M,1,1,0
S02472,I066,java ml python seo sql,communication sql writing,6.47,5000.0,OBC,F,0,1,0
S01546,I041,analysis excel presentation,communication design excel seo,6.12,5000.0,OBC,M,0,0,0
S00448,I048,communication construction_management java ml networking,java ml,6.44,5000.0,GEN,F,0,0,0
S01961,I030,analysis financial_modeling presentation surveying,cloud java python sql,6.64,5000.0,GEN,F,1,0,0
S04093,I039,pcb_design writing,excel sql,7.33,5000.0,OBC,M,1,0,0
S00099,I015,design python,communication excel presentation,6.03,5000.0,GEN,F,1,0,0
S01082,I047,communication excel writing,cad_modelling design manufacturing,8.6,5000.0,OBC,M,0,0,0
S03448,I042,analysis cloud,communication excel presentation,6.13,5000.0,GEN,M,0,0,0
S03859,I001,backend financial_modeling frontend,autocad cad_modelling design manufacturing,8.87,5000.0,GEN,F,1,0,0
S00137,I045,seo social_media,analysis communication excel,6.53,5000.0,OBC,M,1,0,0
S01768,I042,backend frontend sql,communication excel presentation,7.44,5000.0,GEN,M,0,1,1
S03261,I033,cloud design excel python surveying,analysis design python,7.45,5000.0,OBC,M,0,1,0
S04105,I007,analysis financial_modeling python seo,design manufacturing networking pcb_design,6.04,5000.0,SC,M,0,0,0
S03296,I028,analysis autocad design ml surveying,analysis cad_modelling design,8.44,5000.0,GEN,M,1,1,0
S05047,I041,analysis networking seo surveying,communication design excel seo,6.53,5000.0,SC,M,1,1,1
S00648,I051,backend communication excel java,ml networking python,7.5,5000.0,OBC,M,0,0,0
S01273,I069,cloud java,analysis excel ml presentation,8.98,5000.0,ST,F,0,0,0
S05197,I033,excel sql,analysis design python,7.41,5000.0,GEN,M,0,0,0
S05269,I035,analysis ml sql,financial_modeling presentation,6.19,5000.0,GEN,F,1,1,0
S05980,I052,autocad backend excel,cloud frontend ml,5.87,5000.0,GEN,M,0,0,0
S02003,I047,cad_modelling excel networking writing,cad_modelling design manufacturing,7.64,5000.0,SC,F,1,1,0
S03715,I066,seo writing,communication sql writing,8.59,5000.0,SC,F,0,0,0
S05457,I057,manufacturing ml networking sql,backend cloud ml sql,7.06,5000.0,OBC,M,0,0,0
S00979,I051,cloud java python sql,ml networking python,6.46,5000.0,GEN,F,0,1,1
S00093,I009,autocad design excel presentation python,autocad design,6.32,5000.0,SC,F,1,1,0
S04285,I030,communication presentation sql,cloud java python sql,7.39,5000.0,GEN,M,0,0,0
S02124,I010,analysis autocad presentation,presentation sql,6.45,5000.0,GEN,F,0,1,1
S02202,I006,autocad social_media,analysis cad_modelling design manufacturing,6.26,5000.0,SC,F,1,0,0
S00241,I006,analysis seo,analysis cad_modelling design manufacturing,6.55,5000.0,OBC,M,0,1,0
S04292,I050,analysis java sql,frontend ml networking,5.06,5000.0,GEN,M,1,1,0
S04724,I050,analysis autocad cloud excel ml,frontend ml networking,8.02,5000.0,GEN,F,0,0,0
S04185,I001,cad_modelling communication presentation,autocad cad_modelling design manufacturing,6.63,5000.0,OBC,M,1,0,0
S04644,I048,analysis excel pcb_design sql writing,java ml,7.88,5000.0,GEN,F,0,1,1
S00843,I061,cloud construction_management networking seo,communication ml writing,8.67,5000.0,OBC,F,0,0,0
S00945,I052,autocad cad_modelling communication sql,cloud frontend ml,8.19,5000.0,GEN,F,0,1,0
S00361,I011,autocad financial_modeling presentation,analysis communication,6.21,5000.0,GEN,M,0,0,0
S00377,I002,cad_modelling design ml sql writing,analysis autocad,4.3,5000.0,OBC,F,0,0,0
S01230,I039,analysis java,excel sql,6.92,5000.0,ST,O,1,1,0
S00290,I045,analysis communication financial_modeling,analysis communication excel,7.88,5000.0,OBC,M,0,1,0
S05372,I053,design java seo surveying writing,backend cloud sql,4.71,5000.0,OBC,F,1,0,0
S03410,I049,excel financial_modeling sql,design presentation seo writing,8.53,5000.0,OBC,M,1,0,0
S00639,I036,design presentation seo,frontend python,7.92,5000.0,OBC,M,0,0,0
S05516,I050,cloud pcb_design python sql,frontend ml networking,8.47,5000.0,GEN,M,0,0,0
S04226,I055,cloud ml sql writing,backend cloud ml python,6.85,5000.0,GEN,F,1,0,0
S00565,I037,communication excel,backend cloud networking python,6.55,5000.0,OBC,M,1,0,0
S02546,I058,analysis construction_management presentation,cloud sql,6.09,5000.0,GEN,F,1,0,0
S00066,I063,analysis design,analysis ml presentation python,6.93,5000.0,GEN,F,1,1,0
S02490,I045,design excel python writing,analysis communication excel,7.95,5000.0,OBC,M,1,0,0
S03017,I030,design networking,cloud java python sql,5.95,5000.0,OBC,F,0,0,0
S01601,I051,excel financial_modeling,ml networking python,8.56,5000.0,OBC,F,1,0,0
S02009,I030,autocad design manufacturing python,cloud java python sql,7.23,5000.0,GEN,F,0,1,0
S00196,I011,design manufacturing presentation python seo,analysis communication,6.1,5000.0,GEN,M,0,1,0
S05681,I062,cloud frontend social_media sql,analysis communication excel,7.87,5000.0,GEN,M,0,0,0
S00012,I003,communication manufacturing,ml networking python sql,7.31,5000.0,SC,M,1,0,0
S05958,I049,analysis autocad cloud financial_modeling java,design presentation seo writing,6.41,5000.0,GEN,M,1,0,0
S01952,I006,cloud frontend pcb_design seo writing,analysis cad_modelling design manufacturing,5.66,5000.0,GEN,M,1,0,0
S01167,I034,backend ml presentation sql,design manufacturing python,5.65,5000.0,GEN,F,0,0,0
S01897,I047,analysis backend design pcb_design surveying,cad_modelling design manufacturing,6.47,5000.0,GEN,M,0,0,0
S05742,I030,design java ml,cloud java python sql,6.86,5000.0,SC,F,0,0,0
S00696,I010,backend java ml presentation,presentation sql,6.34,5000.0,GEN,M,0,0,0
S05221,I039,cad_modelling excel networking pcb_design,excel sql,6.65,5000.0,GEN,M,0,0,0
S04652,I067,analysis seo,communication ml sql writing,7.46,5000.0,GEN,M,0,1,0
S01071,I032,design excel ml seo,autocad construction_management design surveying,5.32,5000.0,GEN,F,0,1,0
S02581,I003,cad_modelling excel financial_modeling manufacturing,ml networking python sql,6.25,5000.0,GEN,M,1,0,0
S02673,I054,autocad surveying,backend frontend networking sql,7.29,5000.0,GEN,F,1,0,0
S00612,I062,construction_management surveying,analysis communication excel,8.38,5000.0,GEN,M,1,0,0
S04790,I009,frontend ml sql writing,autocad design,7.24,5000.0,OBC,F,1,1,1
S03683,I062,design excel surveying,analysis communication excel,6.66,5000.0,GEN,F,1,0,0
S04391,I047,cloud communication social_media sql,cad_modelling design manufacturing,5.28,5000.0,OBC,M,0,0,0
S03703,I028,excel social_media,analysis cad_modelling design,6.98,5000.0,GEN,M,0,0,0
S00983,I043,design java sql,communication presentation seo writing,7.74,5000.0,OBC,F,1,1,0
S02493,I043,seo surveying,communication presentation seo writing,5.22,5000.0,GEN,F,1,0,0
S00331,I054,communication design seo,backend frontend networking sql,7.87,5000.0,ST,F,1,1,0
S01216,I023,cloud frontend sql,frontend java ml sql,6.17,5000.0,OBC,F,1,1,1
S02915,I018,excel presentation python sql,backend java python,6.82,5000.0,OBC,M,1,1,1
S02449,I067,design social_media,communication ml sql writing,4.96,5000.0,SC,M,1,0,0
S00255,I044,autocad communication construction_management seo writing,financial_modeling presentation sql,6.73,5000.0,GEN,M,0,0,0
S04555,I010,analysis cloud communication sql writing,presentation sql,8.45,5000.0,GEN,F,0,0,0
S03786,I036,analysis autocad cad_modelling construction_management writing,frontend python,6.85,5000.0,OBC,M,0,1,0
S00995,I033,cloud networking presentation python,analysis design python,6.9,5000.0,GEN,F,0,1,0
S01821,I069,backend cloud writing,analysis excel ml presentation,5.93,5000.0,GEN,F,0,1,0
S03050,I045,ml networking,analysis communication excel,7.15,5000.0,GEN,F,1,0,0
S00689,I048,excel sql,java ml,5.41,5000.0,OBC,M,0,0,0
S00615,I003,design financial_modeling presentation sql,ml networking python sql,6.97,5000.0,SC,M,1,1,1
S05292,I039,cad_modelling communication ml,excel sql,5.51,5000.0,SC,M,0,0,0
S02717,I067,excel social_media,communication ml sql writing,7.31,5000.0,SC,M,1,1,0
S00415,I063,backend cloud frontend pcb_design,analysis ml presentation python,6.46,5000.0,OBC,F,0,1,0
S05935,I061,cloud networking python sql,communication ml writing,6.24,5000.0,GEN,M,1,0,0
S05597,I010,ml presentation sql,presentation sql,6.95,5000.0,GEN,M,0,1,0
S01534,I056,analysis ml presentation,ml networking python,5.6,5000.0,OBC,F,0,1,0
S01218,I020,analysis communication financial_modeling frontend seo,excel financial_modeling presentation,5.36,5000.0,OBC,F,0,1,0
S02014,I068,excel manufacturing networking sql,analysis communication,7.29,5000.0,OBC,M,1,0,0
S04512,I039,analysis frontend java sql surveying,excel sql,6.77,5000.0,OBC,F,0,1,1
S03138,I030,backend construction_management java seo,cloud java python sql,7.64,5000.0,GEN,F,1,1,1
S04308,I021,excel ml,autocad cad_modelling design manufacturing,6.13,5000.0,OBC,F,1,0,0
S04454,I032,analysis cloud communication networking sql,autocad construction_management design surveying,6.08,5000.0,OBC,M,1,0,0
S05844,I042,communication excel ml pcb_design sql,communication excel presentation,7.3,5000.0,GEN,M,0,1,0
S03971,I060,construction_management networking python sql,analysis design pcb_design python,7.77,5000.0,OBC,F,0,0,0
S02635,I068,analysis autocad manufacturing presentation,analysis communication,7.65,5000.0,GEN,M,1,1,1
S02613,I054,backend financial_modeling java python sql,backend frontend networking sql,6.33,5000.0,GEN,M,0,0,0
S02302,I045,communication frontend ml presentation surveying,analysis communication excel,7.08,5000.0,GEN,F,0,1,0
S04338,I062,analysis cloud seo,analysis communication excel,6.76,5000.0,SC,F,1,1,0
S01907,I005,analysis cad_modelling financial_modeling python,analysis construction_management design,8.11,5000.0,GEN,M,0,0,0
S05382,I041,autocad python social_media surveying,communication design excel seo,8.12,5000.0,GEN,M,1,0,0
S00459,I048,analysis python,java ml,5.92,5000.0,ST,M,0,0,0
S04717,I052,communication ml writing,cloud frontend ml,7.4,5000.0,GEN,F,1,0,0
S02907,I051,analysis autocad communication sql,ml networking python,8.03,5000.0,SC,F,0,0,0
S01424,I030,manufacturing networking python,cloud java python sql,7.33,5000.0,SC,F,0,1,0
S05715,I056,communication financial_modeling presentation,ml networking python,6.87,5000.0,GEN,M,0,0,0
S05763,I067,backend financial_modeling sql,communication ml sql writing,7.75,5000.0,SC,M,0,0,0
S04618,I001,ml surveying writing,autocad cad_modelling design manufacturing,5.3,5000.0,ST,F,1,1,0
S04033,I002,analysis excel ml writing,analysis autocad,7.98,5000.0,GEN,M,1,0,0
S00311,I053,java manufacturing python surveying,backend cloud sql,5.37,5000.0,GEN,F,1,1,1
S01793,I011,analysis autocad backend manufacturing surveying,analysis communication,5.9,5000.0,OBC,M,0,1,0
S02718,I054,analysis design frontend manufacturing presentation,backend frontend networking sql,6.75,5000.0,OBC,M,0,0,0
S01069,I054,cad_modelling java surveying,backend frontend networking sql,8.31,5000.0,GEN,M,1,0,0
S02651,I058,cloud construction_management design manufacturing,cloud sql,7.51,5000.0,GEN,M,1,1,1
S05773,I039,python social_media sql,excel sql,7.36,5000.0,GEN,M,0,0,0
S04312,I006,analysis ml writing,analysis cad_modelling design manufacturing,8.13,5000.0,GEN,M,0,0,0
S03061,I006,autocad seo,analysis cad_modelling design manufacturing,6.29,5000.0,OBC,F,1,0,0
S04801,I029,analysis design,communication design,7.35,5000.0,GEN,M,0,1,0
S01118,I066,communication seo social_media,communication sql writing,6.85,5000.0,GEN,M,0,0,0
S03579,I006,analysis cad_modelling sql surveying,analysis cad_modelling design manufacturing,6.86,5000.0,ST,F,0,0,0
S05319,I023,financial_modeling java ml,frontend java ml sql,5.12,5000.0,GEN,M,0,1,0
S04604,I006,backend ml seo sql,analysis cad_modelling design manufacturing,5.57,5000.0,OBC,M,1,0,0
S02924,I052,cloud ml pcb_design seo,cloud frontend ml,6.0,5000.0,GEN,M,0,1,0
S01437,I004,analysis excel manufacturing networking seo,autocad construction_management design surveying,6.29,5000.0,GEN,M,1,0,0
S02413,I023,construction_management design sql,frontend java ml sql,8.16,5000.0,GEN,M,0,1,0
S05751,I017,analysis financial_modeling presentation python,analysis presentation,7.91,5000.0,SC,M,0,0,0
S04649,I064,backend communication excel ml social_media,analysis ml python sql,6.36,5000.0,OBC,F,1,1,0
S05009,I034,autocad java networking python,design manufacturing python,6.12,5000.0,GEN,M,0,1,0
S04065,I039,communication design frontend,excel sql,8.52,5000.0,OBC,M,1,1,0
S01950,I016,communication networking presentation writing,manufacturing python,8.9,5000.0,GEN,F,0,0,0
S05212,I047,communication presentation sql,cad_modelling design manufacturing,5.64,5000.0,OBC,M,0,0,0
S05808,I029,analysis manufacturing social_media writing,communication design,6.54,5000.0,OBC,F,0,0,0
S02751,I062,backend communication financial_modeling ml writing,analysis communication excel,10.0,5000.0,GEN,M,0,1,1
S02045,I041,cloud networking python,communication design excel seo,5.46,5000.0,OBC,M,1,0,0
S00886,I048,analysis autocad backend cad_modelling sql,java ml,7.47,5000.0,GEN,M,1,0,0
S03590,I006,communication construction_management frontend seo surveying,analysis cad_modelling design manufacturing,7.68,5000.0,GEN,F,0,0,0
S03392,I052,design excel financial_modeling java python,cloud frontend ml,8.09,5000.0,GEN,M,0,0,0
S04474,I057,cloud networking presentation,backend cloud ml sql,6.18,5000.0,GEN,M,1,0,0
S04736,I042,backend ml,communication excel presentation,7.16,5000.0,GEN,F,0,0,0
S01333,I011,analysis cloud java ml,analysis communication,6.52,5000.0,OBC,M,1,1,0
S00274,I040,communication frontend presentation social_media,design social_media writing,7.21,5000.0,GEN,M,0,1,0
S00858,I021,financial_modeling social_media,autocad cad_modelling design manufacturing,9.56,5000.0,ST,M,1,1,1
S03076,I004,backend cloud construction_management networking sql,autocad construction_management design surveying,6.94,5000.0,ST,M,1,1,1
S00763,I053,financial_modeling surveying,backend cloud sql,6.79,5000.0,SC,M,1,0,0
S03955,I020,design surveying,excel financial_modeling presentation,7.29,5000.0,GEN,F,0,0,0
S05355,I052,sql writing,cloud frontend ml,6.54,5000.0,GEN,M,1,1,0
S01287,I008,analysis autocad seo,design manufacturing networking python,5.22,5000.0,SC,M,0,1,0
S01557,I030,analysis autocad construction_management,cloud java python sql,6.93,5000.0,GEN,M,1,0,0
S05980,I026,autocad backend excel,design networking pcb_design,5.87,5000.0,GEN,M,0,0,0
S02437,I055,autocad cad_modelling cloud java manufacturing,backend cloud ml python,6.4,5000.0,GEN,M,0,1,1
S04684,I063,communication sql writing,analysis ml presentation python,7.62,5000.0,GEN,O,1,0,0
S00447,I030,analysis autocad cloud presentation surveying,cloud java python sql,7.71,5000.0,GEN,F,0,1,0
S02413,I032,construction_management design sql,autocad construction_management design surveying,8.16,5000.0,GEN,M,0,0,0
S03935,I048,backend financial_modeling pcb_design sql writing,java ml,7.32,5000.0,GEN,M,1,1,1
S01400,I050,design manufacturing writing,frontend ml networking,9.36,5000.0,OBC,M,1,0,0
S03880,I067,communication excel presentation seo,communication ml sql writing,5.37,5000.0,GEN,M,0,0,0
S03257,I008,autocad pcb_design presentation python,design manufacturing networking python,7.21,5000.0,OBC,M,0,0,0
S02171,I055,communication design excel seo sql,backend cloud ml python,6.63,5000.0,GEN,F,0,1,0
S01515,I030,ml social_media sql writing,cloud java python sql,7.68,5000.0,GEN,F,0,1,0
S01529,I067,analysis excel pcb_design presentation seo,communication ml sql writing,7.25,5000.0,OBC,F,0,0,0
S03810,I038,backend construction_management financial_modeling social_media writing,analysis sql,7.52,5000.0,OBC,F,1,0,0
S04623,I015,excel frontend seo sql,communication excel presentation,5.99,5000.0,GEN,F,1,1,0
S05468,I004,autocad design manufacturing,autocad construction_management design surveying,6.01,5000.0,GEN,M,0,1,0
S04436,I054,backend ml sql,backend frontend networking sql,6.42,5000.0,GEN,M,0,1,0
S01864,I058,cloud ml networking python social_media,cloud sql,8.06,5000.0,GEN,M,0,0,0
S04281,I015,design excel,communication excel presentation,7.64,5000.0,GEN,M,0,1,0
S03890,I061,frontend ml sql,communication ml writing,5.87,5000.0,OBC,M,0,0,0
S02449,I015,design social_media,communication excel presentation,4.96,5000.0,SC,M,1,1,0
S05852,I023,analysis design frontend manufacturing presentation,frontend java ml sql,6.23,5000.0,GEN,F,0,1,0
S04234,I010,analysis cloud java seo sql,presentation sql,5.09,5000.0,GEN,M,1,0,0
S05082,I027,backend communication sql,analysis autocad construction_management,5.53,5000.0,GEN,F,0,1,0
S03679,I049,backend construction_management,design presentation seo writing,6.65,5000.0,SC,M,1,1,0
S01736,I015,design manufacturing presentation seo,communication excel presentation,8.63,5000.0,GEN,M,0,0,0
S03469,I062,seo writing,analysis communication excel,6.23,5000.0,ST,F,1,1,0
S01655,I005,analysis cloud design financial_modeling,analysis construction_management design,6.11,5000.0,GEN,M,1,0,0
S04875,I009,backend excel financial_modeling surveying writing,autocad design,7.31,5000.0,OBC,F,1,0,0
S00549,I057,construction_management networking presentation python,backend cloud ml sql,5.47,5000.0,GEN,M,0,1,0
S04523,I002,analysis ml presentation seo social_media,analysis autocad,5.02,5000.0,GEN,F,1,1,0
S03754,I002,design excel,analysis autocad,6.66,5000.0,GEN,M,1,0,0
S05738,I010,excel financial_modeling ml seo surveying,presentation sql,5.44,5000.0,SC,M,0,0,0
S03438,I034,excel financial_modeling manufacturing,design manufacturing python,7.09,5000.0,SC,F,0,1,0
S04642,I042,communication frontend writing,communication excel presentation,5.39,5000.0,OBC,M,1,0,0
S00821,I038,cloud design manufacturing networking,analysis sql,6.78,5000.0,GEN,F,0,0,0
