student_id,gpa,skills,reservation,rural,gender,pref_1,pref_2,pref_3,pref_4,pref_5,pref_6
S00708,5.63,social_media;presentation;writing,GEN,0,M,I043,I038,I023,I017,I015,I026
S00709,6.2,design;excel;python,OBC,0,F,I041,I055,I045,I057,I023,I030
S00710,8.64,communication;excel,GEN,0,M,I044,I023,I003,I011,I012,I036
S00711,7.57,manufacturing;ml;networking,ST,1,F,I047,I036,I056,I050,I020,I003
S00712,8.63,sql;ml;social_media,GEN,1,M,I031,I006,I052,I021,I037,I054
S00713,6.42,pcb_design;python;manufacturing;ml;backend,GEN,1,M,I034,I029,I044,I036,I037,I014
S00714,5.99,analysis;communication;surveying;manufacturing,GEN,1,M,I031,I029,I036,I044,I056,I027
S00715,7.03,autocad;cad_modelling;manufacturing;presentation,GEN,1,M,I021,I009,I035,I011,I039,I003
S00716,6.23,communication;sql;financial_modeling;frontend,GEN,0,F,I011,I043,I052,I049,I058,I018
S00717,7.23,autocad;analysis,SC,0,F,I009,I024,I018,I046,I057,I017
S00718,5.44,frontend;writing;analysis;presentation;design,GEN,0,M,I058,I023,I044,I056,I045,I042
S00719,5.01,networking;pcb_design;analysis;cad_modelling;python,OBC,1,F,I034,I030,I058,I052,I009,I018
S00720,7.37,design;seo;manufacturing;networking,GEN,0,M,I040,I045,I010,I049,I044,I003
S00721,8.67,communication;seo;design;pcb_design,GEN,0,F,I043,I014,I036,I055,I003,I044
S00722,7.42,design;analysis;communication,GEN,1,M,I033,I018,I055,I043,I038,I050
S00723,7.56,backend;seo;cad_modelling;excel;autocad,ST,1,F,I051,I036,I020,I041,I034,I006
S00724,7.08,cloud;java;backend,SC,0,F,I023,I060,I030,I019,I006,I053
S00725,7.17,frontend;surveying,GEN,1,F,I014,I041,I024,I054,I027,I019
S00726,5.59,seo;java,GEN,0,F,I049,I055,I012,I052,I036,I058
S00727,6.26,communication;excel,SC,0,F,I042,I015,I051,I030,I036,I054
S00728,8.24,social_media;communication;autocad;construction_management,GEN,0,F,I022,I003,I006,I009,I056,I012
S00729,5.91,design;excel;autocad;construction_management,SC,0,M,I029,I050,I057,I045,I048,I043
S00730,6.68,sql;analysis;presentation;writing,OBC,0,M,I015,I056,I043,I029,I025,I054
S00731,8.21,backend;cad_modelling;writing;design,OBC,0,F,I055,I052,I042,I014,I050,I056
S00732,7.14,communication;sql;presentation;design,OBC,0,M,I031,I018,I007,I011,I030,I042
S00733,7.19,design;sql;autocad;seo;financial_modeling,ST,1,F,I009,I044,I037,I031,I011,I015
S00734,6.69,manufacturing;social_media;surveying;sql;python,GEN,0,M,I047,I011,I058,I051,I022,I018
S00735,7.71,writing;design;seo,GEN,1,M,I043,I002,I014,I042,I045,I058
S00736,7.96,analysis;autocad,OBC,1,F,I005,I043,I044,I031,I018,I010
S00737,6.21,social_media;design;writing;seo;python,OBC,1,M,I029,I039,I045,I054,I030,I050
S00738,5.67,communication;construction_management;financial_modeling;python,GEN,0,M,I015,I049,I042,I047,I006,I051
S00739,5.16,presentation;communication;design;social_media,GEN,1,M,I017,I018,I043,I040,I041,I015
S00740,7.51,writing;presentation;java;manufacturing,GEN,0,F,I029,I020,I056,I018,I023,I040
S00741,7.39,cloud;python;design;construction_management;ml,ST,0,F,I052,I006,I010,I054,I014,I011
S00742,9.49,analysis;java,GEN,0,M,I028,I014,I037,I055,I018,I045
S00743,7.08,communication;backend;manufacturing;pcb_design;financial_modeling,OBC,1,M,I012,I049,I033,I041,I034,I040
S00744,6.9,social_media;sql;design;ml;surveying,OBC,0,F,I040,I060,I055,I011,I056,I030
S00745,7.27,social_media;presentation;excel,OBC,0,F,I041,I018,I002,I036,I037,I056
S00746,7.32,autocad;analysis;financial_modeling;presentation,GEN,1,F,I032,I056,I055,I009,I023,I054
S00747,6.83,seo;pcb_design,GEN,1,M,I012,I022,I003,I018,I040,I034
S00748,6.24,python;backend;surveying;construction_management;cad_modelling,GEN,0,M,I050,I006,I058,I057,I030,I046
S00749,7.03,analysis;design;autocad;surveying,GEN,0,M,I010,I017,I054,I056,I036,I043
S00750,6.99,java;python;networking,OBC,0,F,I057,I046,I053,I027,I050,I029
S00751,6.97,analysis;financial_modeling;excel;manufacturing,OBC,0,F,I011,I038,I028,I039,I051,I035
S00752,7.82,autocad;manufacturing;surveying,GEN,0,M,I047,I038,I034,I031,I042,I023
S00753,7.01,excel;presentation;analysis;java;backend,ST,1,M,I020,I018,I056,I038,I058,I044
S00754,5.69,financial_modeling;python,GEN,1,M,I010,I014,I036,I056,I057,I053
S00755,6.39,networking;design;pcb_design;communication,GEN,1,F,I060,I056,I027,I003,I043,I058
S00756,6.81,writing;communication,ST,1,M,I041,I036,I055,I014,I052,I039
S00757,7.06,seo;social_media;presentation;analysis,GEN,0,M,I049,I054,I018,I058,I023,I025
S00758,7.53,social_media;presentation,GEN,0,M,I022,I049,I043,I051,I036,I011
S00759,7.06,sql;python;excel,GEN,0,M,I018,I055,I054,I035,I037,I058
S00760,5.02,manufacturing;cloud;analysis,OBC,1,F,I060,I010,I055,I027,I003,I012
S00761,5.79,excel;financial_modeling;pcb_design;cad_modelling,GEN,0,M,I017,I016,I013,I049,I055,I052
S00762,7.6,python;design;analysis;presentation,GEN,0,F,I007,I002,I043,I058,I006,I054
S00763,6.79,financial_modeling;surveying,SC,1,M,I044,I018,I020,I039,I003,I057
S00764,8.49,seo;communication;excel;construction_management,GEN,0,F,I040,I017,I048,I022,I011,I018
S00765,7.15,manufacturing;cloud,OBC,0,M,I060,I014,I023,I019,I035,I051
S00766,6.66,cloud;ml,OBC,1,F,I018,I053,I054,I057,I058,I011
S00767,6.39,analysis;communication,GEN,0,F,I010,I054,I042,I020,I002,I056
S00768,6.7,presentation;analysis;autocad;excel,GEN,1,F,I040,I054,I052,I031,I014,I045
S00769,7.16,design;cad_modelling;networking;sql;seo,OBC,0,F,I009,I036,I001,I029,I058,I057
S00770,7.0,excel;financial_modeling,GEN,0,F,I041,I042,I052,I011,I054,I053
S00771,7.95,analysis;surveying;autocad,GEN,0,M,I025,I021,I055,I058,I030,I038
S00772,5.52,sql;python,GEN,0,M,I052,I058,I051,I023,I011,I042
S00773,5.63,frontend;python;cloud;ml,SC,1,F,I055,I023,I056,I010,I025,I050
S00774,6.78,sql;analysis;excel,GEN,0,F,I011,I028,I017,I057,I050,I010
S00775,7.54,cloud;java;frontend;backend,OBC,0,F,I048,I006,I017,I047,I015,I039
S00776,7.76,sql;analysis;surveying;networking;frontend,GEN,1,F,I048,I050,I042,I054,I058,I018
S00777,6.42,design;excel,GEN,1,M,I005,I054,I002,I011,I017,I013
S00778,4.41,communication;presentation;networking,OBC,1,F,I015,I055,I048,I038,I057,I036
S00779,6.45,writing;presentation,OBC,0,F,I022,I021,I036,I002,I053,I040
S00780,7.39,analysis;excel;cloud,GEN,1,M,I011,I047,I031,I058,I042,I014
S00781,6.98,analysis;frontend,SC,1,M,I020,I018,I058,I057,I055,I043
S00782,7.58,presentation;excel;communication;cloud;networking,GEN,0,F,I039,I010,I023,I052,I018,I054
S00783,8.2,social_media;backend;writing;manufacturing,GEN,1,M,I049,I052,I039,I037,I035,I042
S00784,6.84,design;construction_management;analysis;networking;social_media,GEN,0,M,I004,I030,I003,I002,I043,I011
S00785,6.56,analysis;cloud;cad_modelling,GEN,0,M,I028,I014,I052,I051,I057,I038
S00786,6.12,ml;python;communication;construction_management,GEN,0,F,I054,I003,I020,I014,I013,I050
S00787,5.63,frontend;networking;manufacturing,OBC,0,M,I018,I013,I006,I056,I038,I001
S00788,5.39,ml;java;backend,OBC,0,M,I018,I041,I042,I049,I057,I056
S00789,6.33,design;manufacturing;frontend;writing;construction_management,ST,0,M,I049,I017,I051,I052,I003,I032
S00790,8.04,networking;backend,OBC,0,F,I054,I042,I050,I012,I038,I039
S00791,7.68,presentation;social_media,SC,1,M,I029,I042,I054,I004,I038,I012
S00792,6.51,writing;seo;cloud;backend,GEN,0,M,I012,I003,I052,I053,I050,I055
S00793,9.16,networking;analysis,OBC,0,M,I024,I006,I046,I058,I003,I013
S00794,6.39,java;frontend;ml;communication;design,OBC,0,M,I056,I053,I021,I044,I003,I030
S00795,8.3,sql;presentation;analysis;manufacturing,GEN,1,M,I017,I031,I011,I035,I053,I039
S00796,8.56,excel;networking;cloud;autocad;construction_management,GEN,0,F,I012,I055,I042,I045,I053,I002
S00797,7.46,sql;frontend;cad_modelling;python;backend,GEN,0,M,I018,I046,I022,I055,I014,I057
S00798,6.32,financial_modeling;presentation,GEN,0,M,I011,I045,I024,I015,I043,I048
S00799,6.63,analysis;cloud;ml,OBC,1,M,I026,I036,I003,I031,I057,I046
S00800,7.18,manufacturing;design;ml,GEN,1,F,I024,I037,I023,I053,I055,I039
S00801,5.65,pcb_design;manufacturing;autocad;seo,GEN,1,M,I024,I054,I006,I049,I003,I055
S00802,6.03,manufacturing;analysis;design;cloud,OBC,0,M,I002,I054,I010,I050,I036,I037
S00803,5.95,pcb_design;analysis;networking,GEN,1,M,I024,I003,I034,I008,I009,I052
S00804,7.54,autocad;design,GEN,1,F,I028,I054,I060,I003,I010,I053
S00805,8.19,design;python;pcb_design;social_media,GEN,1,M,I016,I049,I031,I045,I029,I056
S00806,7.72,excel;sql;design;manufacturing;cloud,OBC,1,M,I015,I014,I051,I057,I045,I039
S00807,8.0,manufacturing;design;analysis;python;writing,SC,0,F,I006,I018,I057,I036,I058,I052
S00808,6.24,analysis;cad_modelling;seo,ST,1,F,I001,I010,I055,I003,I014,I036
S00809,6.68,cad_modelling;manufacturing;financial_modeling,SC,0,M,I009,I045,I038,I052,I046,I013
S00810,6.75,backend;frontend;networking;financial_modeling;social_media,GEN,0,F,I052,I056,I050,I039,I031,I017
S00811,7.46,design;autocad,OBC,1,M,I009,I057,I051,I036,I020,I054
S00812,9.17,cad_modelling;frontend;java;pcb_design;writing,OBC,0,F,I021,I043,I046,I042,I013,I023
S00813,6.36,autocad;analysis;presentation,SC,0,F,I001,I042,I058,I006,I045,I003
S00814,7.93,cloud;ml;backend,SC,0,F,I030,I048,I056,I040,I042,I002
S00815,8.53,sql;financial_modeling;communication,GEN,0,M,I039,I027,I042,I055,I012,I044
S00816,7.51,sql;financial_modeling;autocad,GEN,0,M,I010,I011,I054,I056,I052,I027
S00817,6.64,frontend;backend;python;sql,OBC,0,M,I052,I054,I014,I051,I001,I046
S00818,6.16,sql;writing,GEN,1,F,I015,I054,I003,I057,I031,I006
S00819,5.96,communication;financial_modeling;analysis,OBC,0,M,I011,I004,I030,I046,I022,I056
S00820,5.03,manufacturing;analysis;design,SC,0,F,I024,I042,I010,I055,I051,I054
S00821,6.78,cloud;design;manufacturing;networking,GEN,0,F,I058,I009,I011,I056,I028,I016
S00822,6.72,construction_management;communication,GEN,0,M,I032,I001,I011,I052,I018,I039
S00823,7.86,frontend;java;sql;design,GEN,0,M,I054,I055,I024,I012,I030,I038
S00824,6.42,java;financial_modeling,GEN,0,M,I050,I047,I014,I015,I002,I010
S00825,6.83,surveying;construction_management;autocad;analysis,OBC,0,M,I013,I055,I018,I054,I011,I039
S00826,7.28,pcb_design;design;manufacturing;financial_modeling;sql,GEN,0,M,I024,I033,I057,I018,I034,I053
S00827,7.49,ml;python;cloud;autocad,GEN,0,F,I053,I002,I026,I058,I057,I048
S00828,7.73,excel;sql;presentation;frontend;financial_modeling,GEN,0,F,I020,I045,I041,I053,I055,I057
S00829,7.18,design;autocad;analysis;social_media,OBC,0,M,I006,I028,I051,I039,I046,I047
S00830,5.7,sql;analysis;manufacturing,SC,0,F,I017,I032,I015,I052,I048,I003
S00831,7.4,writing;design;seo;manufacturing;cad_modelling,OBC,0,F,I041,I038,I055,I054,I011,I039
S00832,6.35,python;backend;frontend,OBC,1,M,I053,I056,I047,I055,I051,I030
S00833,8.24,frontend;sql;cad_modelling;autocad,GEN,0,F,I055,I036,I030,I012,I053,I043
S00834,7.02,cad_modelling;manufacturing;autocad,OBC,0,F,I002,I034,I020,I049,I056,I016
S00835,7.24,cloud;ml;frontend,GEN,1,F,I058,I043,I048,I010,I054,I056
S00836,9.6,surveying;analysis,GEN,0,F,I019,I054,I018,I016,I045,I011
S00837,7.75,cloud;ml;python;java,GEN,0,M,I052,I055,I017,I023,I024,I036
S00838,7.38,social_media;analysis,SC,0,F,I049,I036,I024,I002,I045,I057
S00839,6.86,python;frontend,GEN,1,F,I048,I051,I011,I036,I020,I055
S00840,5.78,manufacturing;design;construction_management;cad_modelling;autocad,GEN,1,M,I028,I053,I036,I023,I014,I038
S00841,6.79,social_media;design;presentation;communication,GEN,0,M,I049,I038,I023,I044,I011,I009
S00842,6.15,analysis;java;seo,GEN,1,M,I039,I056,I054,I055,I007,I001
S00843,8.67,networking;cloud;construction_management;seo,OBC,0,F,I018,I060,I039,I055,I058,I017
S00844,7.39,frontend;sql;excel,OBC,1,M,I046,I039,I054,I014,I040,I052
S00845,8.2,excel;financial_modeling;analysis;manufacturing;frontend,OBC,0,M,I010,I038,I018,I042,I029,I041
S00846,6.39,seo;presentation;excel;communication,GEN,1,M,I029,I031,I055,I057,I025,I045
S00847,6.22,communication;excel;financial_modeling,GEN,0,F,I035,I015,I036,I017,I051,I042
S00848,7.65,networking;sql;python,GEN,1,M,I058,I050,I052,I046,I042,I045
S00849,6.11,design;presentation;frontend,OBC,1,M,I049,I034,I037,I046,I052,I056
S00850,6.56,analysis;construction_management,GEN,0,M,I028,I054,I055,I036,I015,I007
S00851,8.73,cloud;java;python;social_media,GEN,0,M,I051,I052,I010,I053,I031,I055
S00852,6.6,design;analysis;cad_modelling;presentation;communication,GEN,0,F,I027,I018,I041,I057,I053,I054
S00853,5.58,java;ml;presentation;design,GEN,0,M,I052,I058,I055,I041,I057,I010
S00854,5.24,cloud;python;frontend;networking,OBC,1,F,I030,I056,I043,I059,I009,I049
S00855,5.47,java;networking;communication;sql;excel,OBC,0,M,I057,I043,I051,I009,I011,I031
S00856,8.26,construction_management;design;sql,OBC,1,F,I027,I023,I015,I030,I017,I002
S00857,6.45,ml;java,GEN,0,F,I018,I055,I044,I029,I011,I045
S00858,9.56,financial_modeling;social_media,ST,1,M,I042,I043,I028,I053,I054,I018
S00859,8.54,social_media;python;cloud,SC,0,M,I040,I057,I056,I053,I003,I058
S00860,9.01,excel;design,GEN,0,M,I012,I003,I018,I011,I023,I048
S00861,8.02,cloud;sql;excel;python,OBC,1,F,I054,I043,I056,I031,I037,I045
S00862,7.59,design;frontend;financial_modeling;excel;java,GEN,0,F,I013,I054,I019,I036,I011,I042
S00863,6.18,social_media;communication;financial_modeling;design;autocad,ST,1,F,I012,I039,I041,I054,I048,I036
S00864,7.0,cloud;sql;manufacturing;networking;writing,OBC,1,M,I003,I010,I007,I055,I030,I041
S00865,7.7,networking;backend;manufacturing;seo,GEN,0,F,I052,I018,I003,I011,I001,I015
S00866,7.96,analysis;excel;presentation;construction_management;ml,SC,0,M,I031,I040,I054,I050,I037,I003
S00867,5.86,analysis;manufacturing;autocad;sql;python,OBC,1,F,I001,I052,I020,I018,I042,I054
S00868,6.81,design;frontend;construction_management;pcb_design,GEN,0,M,I033,I003,I043,I047,I044,I038
S00869,6.92,sql;financial_modeling;backend;java;autocad,GEN,0,M,I011,I056,I058,I014,I038,I057
S00870,6.88,networking;design;python;sql,GEN,0,M,I024,I006,I054,I020,I056,I055
S00871,5.98,python;backend;networking,SC,0,F,I048,I045,I010,I057,I054,I018
S00872,8.85,manufacturing;autocad;python,GEN,0,F,I006,I051,I041,I046,I058,I057
S00873,6.77,cloud;frontend;financial_modeling;cad_modelling;analysis,SC,0,M,I055,I035,I002,I014,I053,I018
S00874,6.04,ml;pcb_design,SC,1,M,I053,I056,I048,I043,I052,I035
S00875,8.88,manufacturing;design,ST,1,F,I021,I018,I011,I056,I010,I043
S00876,8.54,analysis;design;excel,OBC,1,F,I009,I053,I036,I054,I048,I033
S00877,7.14,communication;excel;presentation;pcb_design,OBC,1,F,I035,I039,I013,I036,I027,I030
S00878,5.23,design;excel;surveying,OBC,0,M,I012,I050,I018,I003,I036,I058
S00879,6.53,manufacturing;surveying,GEN,0,M,I001,I056,I059,I019,I048,I058
S00880,5.41,excel;frontend;writing,GEN,0,M,I010,I042,I011,I028,I054,I003
S00881,7.51,presentation;financial_modeling;excel,GEN,0,M,I010,I053,I035,I055,I037,I052
S00882,6.47,excel;design,GEN,0,F,I012,I014,I022,I036,I035,I055
S00883,6.97,sql;communication;financial_modeling,GEN,0,M,I039,I023,I038,I043,I050,I055
S00884,8.77,writing;seo;analysis;sql;presentation,GEN,0,M,I022,I011,I037,I035,I051,I018
S00885,6.4,analysis;networking;sql;autocad,GEN,0,F,I007,I038,I004,I044,I047,I023
S00886,7.47,analysis;cad_modelling;sql;backend;autocad,GEN,1,M,I028,I020,I002,I053,I023,I036
S00887,7.77,analysis;financial_modeling,OBC,0,M,I015,I055,I030,I054,I053,I017
S00888,8.23,seo;social_media,GEN,1,M,I022,I036,I055,I011,I013,I015
S00889,6.9,excel;design,GEN,1,M,I010,I023,I058,I011,I056,I055
S00890,6.8,seo;excel;cad_modelling;communication;networking,GEN,1,F,I012,I055,I015,I044,I057,I036
S00891,6.77,sql;design,GEN,1,M,I056,I005,I039,I018,I051,I036
S00892,7.37,construction_management;design;backend;java,GEN,0,F,I025,I011,I042,I052,I039,I056
S00893,8.49,analysis;financial_modeling;excel;java,GEN,1,M,I039,I012,I015,I057,I058,I021
S00894,6.73,writing;social_media;frontend;seo;communication,OBC,0,O,I049,I037,I003,I055,I041,I030
S00895,4.58,presentation;backend;seo,GEN,1,F,I040,I015,I030,I059,I058,I025
S00896,7.88,networking;manufacturing,GEN,0,M,I057,I036,I021,I055,I054,I027
S00897,7.07,sql;cloud;frontend;social_media,GEN,0,F,I052,I017,I048,I040,I002,I051
S00898,7.52,design;social_media;excel;construction_management;cad_modelling,GEN,1,M,I043,I039,I013,I056,I050,I006
S00899,5.44,networking;frontend,GEN,0,M,I046,I015,I012,I017,I041,I018
S00900,6.47,writing;social_media;design,GEN,0,F,I012,I055,I057,I050,I042,I018
S00901,7.79,communication;python;pcb_design;seo;construction_management,GEN,1,M,I040,I048,I042,I054,I037,I030
S00902,5.75,cloud;backend;python;seo,GEN,0,F,I052,I038,I004,I036,I033,I051
S00903,7.47,manufacturing;analysis;autocad,GEN,0,F,I001,I056,I002,I054,I022,I027
S00904,6.96,autocad;python;seo;presentation,GEN,1,M,I013,I056,I023,I009,I010,I054
S00905,6.27,construction_management;surveying;python;writing;pcb_design,GEN,0,F,I025,I052,I036,I041,I023,I012
S00906,6.19,design;seo,OBC,0,M,I041,I048,I037,I045,I029,I030
S00907,5.98,networking;presentation,GEN,0,F,I003,I036,I058,I040,I042,I055
S00908,7.06,analysis;construction_management;excel;manufacturing;financial_modeling,ST,0,F,I032,I036,I050,I048,I012,I023
S00909,7.18,presentation;writing;communication,GEN,0,M,I041,I012,I057,I027,I044,I036
S00910,6.63,analysis;manufacturing;backend;autocad,GEN,1,M,I006,I053,I012,I055,I013,I030
S00911,5.93,autocad;surveying;communication;design;java,GEN,1,M,I027,I021,I055,I059,I039,I057
S00912,4.08,analysis;surveying;autocad,GEN,0,F,I019,I010,I059,I008,I057,I041
S00913,7.44,design;networking,SC,0,F,I007,I015,I036,I054,I058,I048
S00914,7.9,excel;sql;manufacturing,SC,0,F,I042,I007,I035,I023,I002,I058
S00915,7.62,sql;communication;financial_modeling,SC,1,F,I017,I044,I043,I055,I035,I011
S00916,9.06,social_media;frontend;pcb_design;ml;design,ST,0,F,I012,I056,I051,I007,I020,I004
S00917,6.82,analysis;design;writing;java,OBC,1,M,I027,I035,I006,I055,I058,I036
S00918,8.37,presentation;networking;analysis;seo,GEN,0,M,I022,I058,I023,I056,I041,I028
S00919,6.35,ml;python;construction_management,GEN,1,M,I058,I003,I056,I055,I024,I044
S00920,6.2,construction_management;social_media;python;java;backend,GEN,1,F,I013,I054,I050,I036,I031,I049
S00921,7.12,excel;social_media;communication,GEN,1,F,I045,I015,I056,I053,I029,I058
S00922,8.62,financial_modeling;sql;frontend,GEN,0,M,I044,I036,I056,I027,I004,I054
S00923,6.71,excel;analysis;financial_modeling;sql,GEN,0,M,I042,I001,I030,I058,I045,I052
S00924,5.44,manufacturing;cad_modelling;frontend;seo,GEN,0,F,I006,I045,I010,I018,I048,I056
S00925,7.88,excel;sql;autocad;financial_modeling;surveying,SC,0,F,I010,I057,I002,I043,I056,I042
S00926,6.92,autocad;cad_modelling;design;networking,GEN,0,F,I059,I042,I022,I043,I058,I030
S00927,7.3,java;networking,GEN,0,M,I053,I058,I023,I011,I030,I021
S00928,6.25,sql;python;ml;surveying,OBC,1,F,I030,I003,I056,I036,I049,I028
S00929,7.11,design;construction_management;seo;python;backend,GEN,1,M,I004,I056,I028,I058,I055,I042
S00930,5.56,ml;cloud;sql;frontend;seo,GEN,0,M,I055,I033,I052,I015,I001,I048
S00931,8.87,backend;communication,SC,0,F,I057,I018,I051,I001,I015,I048
S00932,8.08,python;backend;ml;seo;communication,ST,1,M,I052,I035,I053,I037,I017,I029
S00933,7.07,analysis;networking,OBC,1,M,I007,I037,I052,I050,I055,I008
S00934,7.85,sql;communication,GEN,0,M,I044,I014,I052,I005,I041,I045
S00935,6.36,financial_modeling;analysis;java;cad_modelling;excel,OBC,0,M,I015,I006,I058,I043,I050,I049
S00936,8.03,analysis;java;manufacturing,OBC,0,F,I039,I038,I055,I011,I018,I051
S00937,6.67,financial_modeling;sql,GEN,1,M,I015,I018,I054,I036,I030,I056
S00938,6.6,presentation;communication,GEN,0,F,I044,I055,I003,I057,I042,I058
S00939,6.04,communication;writing;social_media,GEN,0,M,I040,I035,I002,I006,I032,I056
S00940,7.42,networking;presentation;sql,SC,0,M,I048,I023,I022,I052,I018,I046
S00941,7.02,communication;networking;java;design;analysis,GEN,0,M,I010,I014,I056,I012,I024,I018
S00942,8.41,sql;financial_modeling,OBC,0,F,I011,I010,I046,I035,I051,I056
S00943,5.94,autocad;design;sql;presentation,GEN,0,F,I047,I040,I018,I020,I017,I054
S00944,7.43,financial_modeling;communication;construction_management;frontend,GEN,0,M,I039,I038,I053,I031,I051,I058
S00945,8.19,communication;sql;cad_modelling;autocad,GEN,0,F,I038,I058,I006,I017,I021,I009
S00946,9.59,design;surveying,SC,0,F,I013,I044,I027,I057,I043,I032
S00947,7.19,analysis;communication,ST,1,M,I039,I011,I054,I005,I048,I020
S00948,6.65,cad_modelling;analysis,GEN,0,F,I002,I018,I052,I058,I049,I003
S00949,7.17,java;python;frontend;writing,OBC,0,F,I018,I028,I017,I054,I048,I052
S00950,8.32,writing;seo;communication,OBC,1,F,I012,I050,I035,I029,I052,I014
S00951,8.32,backend;java,GEN,0,M,I036,I054,I057,I006,I029,I048
S00952,6.88,cloud;python;manufacturing;sql,SC,1,M,I036,I045,I018,I043,I053,I052
S00953,8.3,ml;frontend;autocad;design,GEN,1,M,I046,I056,I003,I047,I042,I045
S00954,6.98,manufacturing;seo;autocad,SC,1,F,I060,I018,I045,I056,I044,I015
S00955,7.84,python;cloud,GEN,1,M,I048,I031,I056,I041,I036,I038
S00956,7.55,networking;excel,SC,1,M,I003,I030,I055,I054,I042,I056
S00957,6.61,social_media;presentation;excel;pcb_design,GEN,0,F,I049,I016,I036,I019,I012,I058
S00958,6.08,backend;cad_modelling;social_media;surveying,OBC,0,M,I053,I013,I054,I058,I045,I015
S00959,8.22,financial_modeling;manufacturing;networking;ml;seo,ST,1,M,I010,I012,I006,I034,I053,I023
S00960,8.52,social_media;presentation,GEN,0,M,I022,I015,I048,I039,I023,I033
S00961,7.4,financial_modeling;social_media,GEN,0,M,I015,I006,I009,I058,I022,I008
S00962,6.98,sql;communication;analysis;networking,OBC,1,F,I045,I006,I054,I002,I014,I058
S00963,5.82,cloud;networking;backend,GEN,0,F,I014,I036,I057,I035,I041,I048
S00964,8.19,java;seo;analysis,OBC,1,M,I053,I048,I003,I058,I049,I039
S00965,7.28,design;construction_management;ml;seo,ST,1,F,I060,I052,I026,I015,I057,I048
S00966,6.74,design;cad_modelling;construction_management;manufacturing;backend,GEN,0,M,I028,I037,I050,I001,I035,I042
S00967,7.87,design;surveying,GEN,0,F,I027,I056,I036,I058,I019,I026
S00968,5.65,communication;excel;java,GEN,0,M,I020,I056,I042,I030,I043,I031
S00969,6.0,presentation;writing;ml,GEN,1,M,I040,I055,I045,I056,I042,I043
S00970,6.32,analysis;presentation;sql;excel,GEN,1,M,I015,I053,I025,I011,I043,I045
S00971,7.51,communication;design;surveying;networking;java,GEN,0,M,I029,I018,I044,I039,I011,I051
S00972,7.18,autocad;surveying;manufacturing,SC,0,F,I004,I012,I049,I011,I037,I005
S00973,7.63,writing;python;sql,SC,1,M,I041,I023,I042,I055,I030,I006
S00974,8.11,analysis;design;cad_modelling;seo;autocad,SC,0,M,I002,I016,I043,I046,I054,I058
S00975,7.67,presentation;communication;sql;frontend,ST,1,M,I017,I009,I018,I041,I030,I056
S00976,8.9,networking;sql;social_media,GEN,0,F,I050,I010,I023,I047,I051,I033
S00977,8.11,design;analysis;construction_management;seo,GEN,0,F,I032,I058,I013,I054,I010,I048
S00978,6.88,ml;design;cad_modelling;construction_management,GEN,1,F,I030,I057,I036,I027,I055,I014
S00979,6.46,sql;java;cloud;python,GEN,0,F,I003,I018,I020,I037,I010,I050
S00980,6.91,cloud;backend;sql;communication,GEN,0,F,I051,I020,I029,I006,I057,I014
S00981,7.71,construction_management;frontend,GEN,1,M,I027,I036,I057,I053,I054,I056
S00982,6.56,cad_modelling;analysis;excel;financial_modeling;seo,OBC,0,M,I001,I026,I020,I011,I053,I044
S00983,7.74,sql;java;design,OBC,1,F,I054,I023,I003,I058,I052,I027
S00984,7.62,excel;communication,GEN,0,M,I011,I009,I058,I012,I037,I039
S00985,6.06,analysis;frontend;sql;seo;networking,OBC,0,F,I047,I044,I029,I043,I045,I018
S00986,8.09,design;cad_modelling;manufacturing;communication,GEN,1,M,I032,I014,I029,I022,I012,I030
S00987,7.37,frontend;backend;manufacturing,SC,1,M,I055,I056,I054,I023,I037,I043
S00988,8.84,networking;writing;design;social_media,GEN,1,M,I034,I036,I019,I050,I015,I048
S00989,6.98,presentation;surveying;java,GEN,1,M,I029,I002,I009,I034,I041,I012
S00990,6.7,excel;communication;surveying;writing;social_media,GEN,0,M,I044,I050,I031,I035,I036,I051
S00991,5.95,sql;excel;presentation;communication,ST,0,M,I017,I015,I051,I018,I041,I055
S00992,5.93,backend;frontend;pcb_design,GEN,1,F,I018,I048,I056,I051,I042,I055
S00993,7.95,presentation;financial_modeling,OBC,0,M,I035,I052,I054,I049,I004,I030
S00994,8.71,communication;presentation;financial_modeling;backend;excel,GEN,1,M,I042,I044,I051,I017,I048,I011
S00995,6.9,cloud;networking;python;presentation,GEN,0,F,I023,I051,I057,I043,I055,I010
S00996,6.83,construction_management;design,GEN,1,F,I005,I011,I041,I006,I055,I035
S00997,7.07,social_media;excel;python;backend;construction_management,ST,1,F,I022,I004,I054,I020,I056,I042
S00998,8.16,python;analysis,OBC,0,F,I026,I040,I036,I054,I052,I057
S00999,6.07,python;autocad;excel,OBC,1,F,I060,I038,I046,I055,I058,I056
S01000,7.24,ml;networking;cloud,GEN,0,F,I058,I049,I013,I047,I054,I050
S01001,7.98,surveying;construction_management,GEN,0,M,I027,I031,I047,I035,I046,I030
S01002,7.5,python;pcb_design;design;financial_modeling;surveying,OBC,0,M,I026,I050,I029,I044,I043,I040
S01003,4.3,pcb_design;python;surveying;analysis;design,GEN,1,F,I033,I045,I029,I054,I012,I036
S01004,7.68,presentation;analysis;excel;pcb_design;frontend,GEN,0,M,I038,I046,I012,I045,I035,I058
